"game_version","steam_build","source_bundle","asset_category","prefab_name","asset_path","research_scope","historical_mapping_status"
"2.0.8 Stable","24420558","er2vehicles","Planes","BF-109E3","Assets/ER2 Assets/Prefabs/Vehicles/Planes/BF-109E3.prefab","aircraft","unverified"
"2.0.8 Stable","24420558","er2vehicles","Planes","BF-109E4","Assets/ER2 Assets/Prefabs/Vehicles/Planes/BF-109E4.prefab","aircraft","unverified"
"2.0.8 Stable","24420558","er2vehicles","Planes","BF-109F4","Assets/ER2 Assets/Prefabs/Vehicles/Planes/BF-109F4.prefab","aircraft","unverified"
"2.0.8 Stable","24420558","er2vehicles","Planes","BF-109G14","Assets/ER2 Assets/Prefabs/Vehicles/Planes/BF-109G14.prefab","aircraft","unverified"
"2.0.8 Stable","24420558","er2vehicles","Planes","BF-109G14-R6","Assets/ER2 Assets/Prefabs/Vehicles/Planes/BF-109G14-R6.prefab","aircraft","unverified"
"2.0.8 Stable","24420558","er2vehicles","Planes","BF-109G14-U4","Assets/ER2 Assets/Prefabs/Vehicles/Planes/BF-109G14-U4.prefab","aircraft","unverified"
"2.0.8 Stable","24420558","er2vehicles","Planes","BF-109G2","Assets/ER2 Assets/Prefabs/Vehicles/Planes/BF-109G2.prefab","aircraft","unverified"
"2.0.8 Stable","24420558","er2vehicles","Planes","BF-109G2-R2","Assets/ER2 Assets/Prefabs/Vehicles/Planes/BF-109G2-R2.prefab","aircraft","unverified"
"2.0.8 Stable","24420558","er2vehicles","Planes","BF-109G6-R6","Assets/ER2 Assets/Prefabs/Vehicles/Planes/BF-109G6-R6.prefab","aircraft","unverified"
"2.0.8 Stable","24420558","er2vehicles","Planes","Bristol Beufighter","Assets/ER2 Assets/Prefabs/Vehicles/Planes/Bristol Beufighter.prefab","aircraft","unverified"
"2.0.8 Stable","24420558","er2vehicles","Planes","C-47 US","Assets/ER2 Assets/Prefabs/Vehicles/Planes/C-47 US.prefab","aircraft","unverified"
"2.0.8 Stable","24420558","er2vehicles","Planes","DFS 230","Assets/ER2 Assets/Prefabs/Vehicles/Planes/DFS 230.prefab","aircraft","unverified"
"2.0.8 Stable","24420558","er2vehicles","Planes","Douglas SBD Dauntless","Assets/ER2 Assets/Prefabs/Vehicles/Planes/Douglas SBD Dauntless.prefab","aircraft","unverified"
"2.0.8 Stable","24420558","er2vehicles","Planes","F4F Wildcat","Assets/ER2 Assets/Prefabs/Vehicles/Planes/F4F Wildcat.prefab","aircraft","unverified"
"2.0.8 Stable","24420558","er2vehicles","Planes","FW190A5","Assets/ER2 Assets/Prefabs/Vehicles/Planes/FW190A5.prefab","aircraft","unverified"
"2.0.8 Stable","24420558","er2vehicles","Planes","FW190A8","Assets/ER2 Assets/Prefabs/Vehicles/Planes/FW190A8.prefab","aircraft","unverified"
"2.0.8 Stable","24420558","er2vehicles","Planes","FW190A8-R6","Assets/ER2 Assets/Prefabs/Vehicles/Planes/FW190A8-R6.prefab","aircraft","unverified"
"2.0.8 Stable","24420558","er2vehicles","Planes","FW190F3","Assets/ER2 Assets/Prefabs/Vehicles/Planes/FW190F3.prefab","aircraft","unverified"
"2.0.8 Stable","24420558","er2vehicles","Planes","FW190F8","Assets/ER2 Assets/Prefabs/Vehicles/Planes/FW190F8.prefab","aircraft","unverified"
"2.0.8 Stable","24420558","er2vehicles","Planes","FW190F8-R3","Assets/ER2 Assets/Prefabs/Vehicles/Planes/FW190F8-R3.prefab","aircraft","unverified"
"2.0.8 Stable","24420558","er2vehicles","Planes","G3M","Assets/ER2 Assets/Prefabs/Vehicles/Planes/G3M.prefab","aircraft","unverified"
"2.0.8 Stable","24420558","er2dlc_china","Planes","Hawk3","Assets/ER2 Assets/Prefabs/Vehicles/Planes/Hawk3.prefab","aircraft","unverified"
"2.0.8 Stable","24420558","er2vehicles","Planes","Horsa","Assets/ER2 Assets/Prefabs/Vehicles/Planes/Horsa.prefab","aircraft","unverified"
"2.0.8 Stable","24420558","er2vehicles","Planes","I16","Assets/ER2 Assets/Prefabs/Vehicles/Planes/I16.prefab","aircraft","unverified"
"2.0.8 Stable","24420558","er2vehicles","Planes","IL-2 1942 Converted","Assets/ER2 Assets/Prefabs/Vehicles/Planes/IL-2 1942 Converted.prefab","aircraft","unverified"
"2.0.8 Stable","24420558","er2vehicles","Planes","IL-2 1942","Assets/ER2 Assets/Prefabs/Vehicles/Planes/IL-2 1942.prefab","aircraft","unverified"
"2.0.8 Stable","24420558","er2vehicles","Planes","IL-2 1943 NS37","Assets/ER2 Assets/Prefabs/Vehicles/Planes/IL-2 1943 NS37.prefab","aircraft","unverified"
"2.0.8 Stable","24420558","er2vehicles","Planes","IL-2 1943","Assets/ER2 Assets/Prefabs/Vehicles/Planes/IL-2 1943.prefab","aircraft","unverified"
"2.0.8 Stable","24420558","er2vehicles","Planes","IL-2","Assets/ER2 Assets/Prefabs/Vehicles/Planes/IL-2.prefab","aircraft","unverified"
"2.0.8 Stable","24420558","er2vehicles","Planes","Ju-52","Assets/ER2 Assets/Prefabs/Vehicles/Planes/Ju-52.prefab","aircraft","unverified"
"2.0.8 Stable","24420558","er2vehicles","Planes","Ki27","Assets/ER2 Assets/Prefabs/Vehicles/Planes/Ki27.prefab","aircraft","unverified"
"2.0.8 Stable","24420558","er2vehicles","Planes","Ki43","Assets/ER2 Assets/Prefabs/Vehicles/Planes/Ki43.prefab","aircraft","unverified"
"2.0.8 Stable","24420558","er2vehicles","Planes","Macchi_MC200","Assets/ER2 Assets/Prefabs/Vehicles/Planes/Macchi_MC200.prefab","aircraft","unverified"
"2.0.8 Stable","24420558","er2vehicles","Planes","Macchi_MC202","Assets/ER2 Assets/Prefabs/Vehicles/Planes/Macchi_MC202.prefab","aircraft","unverified"
"2.0.8 Stable","24420558","er2vehicles","Planes","MB-152","Assets/ER2 Assets/Prefabs/Vehicles/Planes/MB-152.prefab","aircraft","unverified"
"2.0.8 Stable","24420558","er2vehicles","Planes","ME110","Assets/ER2 Assets/Prefabs/Vehicles/Planes/ME110.prefab","aircraft","unverified"
"2.0.8 Stable","24420558","er2vehicles","Planes","P38 Lightning","Assets/ER2 Assets/Prefabs/Vehicles/Planes/P38 Lightning.prefab","aircraft","unverified"
"2.0.8 Stable","24420558","er2vehicles","Planes","P40","Assets/ER2 Assets/Prefabs/Vehicles/Planes/P40.prefab","aircraft","unverified"
"2.0.8 Stable","24420558","er2vehicles","Planes","P40C","Assets/ER2 Assets/Prefabs/Vehicles/Planes/P40C.prefab","aircraft","unverified"
"2.0.8 Stable","24420558","er2vehicles","Planes","P51","Assets/ER2 Assets/Prefabs/Vehicles/Planes/P51.prefab","aircraft","unverified"
"2.0.8 Stable","24420558","er2vehicles","Planes","Spitfire MK1 1939","Assets/ER2 Assets/Prefabs/Vehicles/Planes/Spitfire MK1 1939.prefab","aircraft","unverified"
"2.0.8 Stable","24420558","er2vehicles","Planes","Spitfire MK1 1940","Assets/ER2 Assets/Prefabs/Vehicles/Planes/Spitfire MK1 1940.prefab","aircraft","unverified"
"2.0.8 Stable","24420558","er2vehicles","Planes","Spitfire MK16e","Assets/ER2 Assets/Prefabs/Vehicles/Planes/Spitfire MK16e.prefab","aircraft","unverified"
"2.0.8 Stable","24420558","er2vehicles","Planes","Spitfire Mk2b","Assets/ER2 Assets/Prefabs/Vehicles/Planes/Spitfire Mk2b.prefab","aircraft","unverified"
"2.0.8 Stable","24420558","er2vehicles","Planes","Spitfire MK9C","Assets/ER2 Assets/Prefabs/Vehicles/Planes/Spitfire MK9C.prefab","aircraft","unverified"
"2.0.8 Stable","24420558","er2vehicles","Planes","Spitfire MK9e","Assets/ER2 Assets/Prefabs/Vehicles/Planes/Spitfire MK9e.prefab","aircraft","unverified"
"2.0.8 Stable","24420558","er2vehicles","Planes","Spitfire","Assets/ER2 Assets/Prefabs/Vehicles/Planes/Spitfire.prefab","aircraft","unverified"
"2.0.8 Stable","24420558","er2vehicles","Planes","Stuka","Assets/ER2 Assets/Prefabs/Vehicles/Planes/Stuka.prefab","aircraft","unverified"
"2.0.8 Stable","24420558","er2vehicles","Planes","StukaG2","Assets/ER2 Assets/Prefabs/Vehicles/Planes/StukaG2.prefab","aircraft","unverified"
"2.0.8 Stable","24420558","er2vehicles","Planes","YAK-3","Assets/ER2 Assets/Prefabs/Vehicles/Planes/YAK-3.prefab","aircraft","unverified"
"2.0.8 Stable","24420558","er2vehicles","Planes","YAK-9","Assets/ER2 Assets/Prefabs/Vehicles/Planes/YAK-9.prefab","aircraft","unverified"
"2.0.8 Stable","24420558","er2vehicles","Planes","YAK-9K","Assets/ER2 Assets/Prefabs/Vehicles/Planes/YAK-9K.prefab","aircraft","unverified"
"2.0.8 Stable","24420558","er2vehicles","Planes","YAK-9T","Assets/ER2 Assets/Prefabs/Vehicles/Planes/YAK-9T.prefab","aircraft","unverified"
"2.0.8 Stable","24420558","er2vehicles","Planes","ZeroDrivable","Assets/ER2 Assets/Prefabs/Vehicles/Planes/ZeroDrivable.prefab","aircraft","unverified"
"2.0.8 Stable","24420558","er2vehicles","Planes","ZeroDrivableCannons","Assets/ER2 Assets/Prefabs/Vehicles/Planes/ZeroDrivableCannons.prefab","aircraft","unverified"
"2.0.8 Stable","24420558","er2vehicles","Special","AircraftSearchLight","Assets/ER2 Assets/Prefabs/Vehicles/Special/AircraftSearchLight.prefab","special_or_support_asset","unverified"
"2.0.8 Stable","24420558","er2vehicles","Special","Battleship Gun Variant","Assets/ER2 Assets/Prefabs/Vehicles/Special/Battleship Gun Variant.prefab","special_or_support_asset","unverified"
"2.0.8 Stable","24420558","er2vehicles","Special","Battleship USA 1","Assets/ER2 Assets/Prefabs/Vehicles/Special/Battleship USA 1.prefab","special_or_support_asset","unverified"
"2.0.8 Stable","24420558","er2vehicles","Special","Daihatu Boat","Assets/ER2 Assets/Prefabs/Vehicles/Special/Daihatu Boat.prefab","special_or_support_asset","unverified"
"2.0.8 Stable","24420558","er2vehicles","Special","Gasitell Steam Boat","Assets/ER2 Assets/Prefabs/Vehicles/Special/Gasitell Steam Boat.prefab","special_or_support_asset","unverified"
"2.0.8 Stable","24420558","er2vehicles","Special","Generic Fish Boat 01","Assets/ER2 Assets/Prefabs/Vehicles/Special/Generic Fish Boat 01.prefab","special_or_support_asset","unverified"
"2.0.8 Stable","24420558","er2vehicles","Special","HookThrower","Assets/ER2 Assets/Prefabs/Vehicles/Special/HookThrower.prefab","special_or_support_asset","unverified"
"2.0.8 Stable","24420558","er2vehicles","Special","LCA","Assets/ER2 Assets/Prefabs/Vehicles/Special/LCA.prefab","special_or_support_asset","unverified"
"2.0.8 Stable","24420558","er2vehicles","Special","LCA_Hook","Assets/ER2 Assets/Prefabs/Vehicles/Special/LCA_Hook.prefab","special_or_support_asset","unverified"
"2.0.8 Stable","24420558","er2vehicles","Special","LCVP MGs Variant","Assets/ER2 Assets/Prefabs/Vehicles/Special/LCVP MGs Variant.prefab","special_or_support_asset","unverified"
"2.0.8 Stable","24420558","er2vehicles","Special","LCVP","Assets/ER2 Assets/Prefabs/Vehicles/Special/LCVP.prefab","special_or_support_asset","unverified"
"2.0.8 Stable","24420558","er2vehicles","Special","LVT2","Assets/ER2 Assets/Prefabs/Vehicles/Special/LVT2.prefab","special_or_support_asset","unverified"
"2.0.8 Stable","24420558","er2vehicles","Special","LVT2_MGs","Assets/ER2 Assets/Prefabs/Vehicles/Special/LVT2_MGs.prefab","special_or_support_asset","unverified"
"2.0.8 Stable","24420558","er2vehicles","Special","LVT4","Assets/ER2 Assets/Prefabs/Vehicles/Special/LVT4.prefab","special_or_support_asset","unverified"
"2.0.8 Stable","24420558","er2vehicles","Special","LVT4_MGs","Assets/ER2 Assets/Prefabs/Vehicles/Special/LVT4_MGs.prefab","special_or_support_asset","unverified"
"2.0.8 Stable","24420558","er2vehicles","Special","Parachute_BASE","Assets/ER2 Assets/Prefabs/Vehicles/Special/Parachute_BASE.prefab","special_or_support_asset","unverified"
